;company;location;dates;job-title;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count;link
461;google;none; May 7, 2018;Current Employee - Anonymous Employee;Manager;I love every bit of working at google;work life balance is hard to achive;Provide more flexible schedules for employees;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
462;google;none; May 18, 2018;Current Employee - Anonymous Employee;Great place to work;Excellent pay, benefits, high caliber peers;Bureaucracy in processes, ranging from hiring to promo to transfers. Let people just do what they love, have impact and get rewarded. I have never seen another company spend so much time on these processes and yet have such a poor outcome.;none;4;none;none;none;none;none;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
463;google;Mountain View, CA; May 18, 2018;Former Employee - Software Engineer;Software Engineer;"Great health insurance plans, especially its HDHP called gHIP. Great 401k plans, which allows you to do ""mega"" backdoor Roth conversion. Great little perks here and there: internet reimbursements, mobile data plan reimbursements, gym reimbursements, free collision waiver for (personal) car rentals, free meals, etc.";Average compensation package. Less excitement on projects. Less expectation on the growth of its stock price.;none;4;4;4;4;4;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
464;google;Austin, TX; May 22, 2018;Former Employee - CRA;Not what exacted;Nothing. Nothing. Nothing. Nothing. Nothing.;Select the right people for the right job.;Work harder;2;2;4;1;1;1;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
465;google;Mountain View, CA; Apr 26, 2018;Current Employee - Anonymous Employee;Worked for years, and probably will work for many more;Working with top talent - both a challenge and learning opportunity - and making huge impact to the society and industry.;Despite the workplace culture valuing work & life balance, the internal competition etc. makes it difficult to pursue it.;As always, keep not being evil. Focus on the users, and product excellence.;5;none;none;none;none;none;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
466;google;Mountain View, CA; May 11, 2018;Current Employee - Program Manager;Rough workload;Google has many perks that are great for the employees, such as food, gyms, fitness classes, baristas, shuttles, etc. You work with very smart people who are driven to do great work.;Work load is extremely high, work/life balance is very low. Career progression is difficult even for high performers due to structure of performance reviews and promotions. The company has changed significantly over the past decade, not for the better.;none;3;2;3;3;5;4;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
467;google;San Francisco, CA; May 3, 2018;Current Employee - Vice President;Vice President;Google ONBOARD member and Software engineer;Google will not discharge or hide My paymenty.;PAY AND CLEAR MY SHARE OF 5 MONTHS SINCE NOVEMBER 2017.;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
468;google;San Francisco, CA; May 3, 2018;Current Employee - Global Strategy Lead;Google ads;smart people, leading in the industry, at the heart of tech innovation, great benefits, inclusive culture;sometimes heavy to move given need for consensus and multiple overlapping decision centers, very complex organization;none;5;4;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
469;google;Chicago, IL; Apr 28, 2018;Current Employee - Program Manager;The good stuff is great, but the bad is worrying;- The people - you really do get to work with some of the smartest and most driven people in the world, who are also genuinely kind and eager to collaborate. I've made lifelong friendships with so many people and will take these relationships with me wher;- Company size. This is a massive company and the size is starting to show. There is increasingly a lot of bureaucracy, promotions and performance management systems don't always reward top performance but rather who's been in line longest, and it's harde;Don't pay lipservice to diversity. We know tech has a diversity problem: middle managers are the ones who actually have the power to fix some of this, so please try!;4;4;4;2;5;4;7;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
470;google;none; Jun 2, 2018;Current Employee - Anonymous Employee;Meh;Money is really good lol I like that;Liberals ruin all the joy in things;none;1;none;none;none;none;none;8;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P47.htm
471;google;none; May 2, 2018;Current Employee - Anonymous Employee;Google is great for a while;Smart people, flexible hours, independene;Well its a large company;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
472;google;none; May 2, 2018;Current Employee - Anonymous Employee;Software Engineer;You work with some of the smartest and nicest people I've known. Managers care about you as a person, they'll try to help you if you are feeling down or if you are struggling for personal reasons.;The size is overwhelming, it's hard to find value in what you do when it accounts for just a tiny bit of the whole company. Google pursues many things knowing that they will drop some of the ones that don't immediately work. You need to get use to constant change in direction (for most teams);none;5;5;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
473;google;none; May 3, 2018;Former Employee - Anonymous Employee;CEO;Really cool company to run.;Wanted to make some acquisitions that didn't go through.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
474;google;none; Jun 1, 2018;Former Employee - Anonymous Employee;Unethical;Good technology company with plenty of opportunities to learn;Loses all credibility due to intentionally altering search result in favor of political views rather than actual factual results.;none;1;none;none;none;none;none;9;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
475;google;none; May 1, 2018;Former Employee - Anonymous Employee;Great People;My favorite part about working at Google was my colleagues -- the people I worked with were brilliant, thoughtful and so much fun. The benefits and perks were top notch as well.;Such a big company it was often hard to get things moving quickly.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
476;google;Palo Alto, CA; May 1, 2018;Former Employee - Engineer;Good stuff;Good environment, like the working space and stuff.;Long hours, tough to live a balanced life;Keep doing you!;5;3;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
477;google;Mountain View, CA; May 1, 2018;Current Employee - Software Engineer;Google Inc Review;impact driven and really inspiring peers;The company has become too big;none;5;5;5;5;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
478;google;Mountain View, CA; May 15, 2018;Former Employee - Anonymous Employee;Great Company, Poro Managers;Benefits, Pay, Culture. Incredible products that are driving positive change in the world.;Management Priorities, Poorly-trained people managers;none;4;4;5;4;5;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
479;google;Mountain View, CA; May 12, 2018;Current Employee - Product Manager;Short review;You'll work with some of the smartest people in the world. Most Googlers are pleasant and very professional.;Large company and things generally move more slowly.;none;4;3;3;4;4;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
480;google;none; Apr 30, 2018;Former Employee - Anonymous Employee;Great culture;Nice, friendly place to learn new skills;Very large company where it's hard to make changes;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
481;google;Mountain View, CA; Apr 16, 2018;Former Employee - Software Engineer;On the decline;Great perks (especially the gyms, food and 401(k) match), smart and knowledgeable colleagues who share info, varied technologies and projects;Google is bureaucratic and consensus-driven. If you have bad news, an unusual idea or background, you will be ignored or worse. Management is selected for technical skill and not even a little bit for leadership, organizational, or interpersonal skills. Promotion and evaluation procedures sap motivation, discourage collaboration, and waste time. Mountain View offices are severely overcrowded (bathrooms, parking, desk space, conference rooms).;Two clear signs that Google is on a slow decline: (1) a culture that rejects bad news and outside ideas and (2) a single technology answer for everything (AI) instead of looking at what serves users, publishers and advertisers best. Learn what motivates employees and other stakeholders.;3;5;1;1;2;1;14;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
482;google;Mountain View, CA; Apr 23, 2018;Current Employee - Software Engineer;Software Development Engineer;Great work life balance. Great food.;Working among highly talented people.;No comments;5;5;5;5;5;5;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
483;google;none; Apr 28, 2018;Current Employee - Anonymous Employee;Management;Good benefits great people learn a lot;long hours hard to move up;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
484;google;none; May 12, 2018;Former Employee - Anonymous Employee;Great;Friendly environment that was great to work in;Lots of work, sometimes you stay up late!;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
485;google;none; May 12, 2018;Former Employee - Anonymous Employee;Big bumps;It was an alright job;The pay was okay, the work was hard;Buy better equipment. It will make your workers happier, and the work for them easier.;3;5;3;1;3;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
486;google;Mountain View, CA; May 8, 2018;Former Employee - Video Production Specialist;With great culture and benefits come great responsibilities and bureaucracy;- Great benefits (food! good health plan!) - Fun culture (memegen! TGIF!) - Smart and passionate co-workers - Many pros and cons depend on your team and direct management;- Large, multi-national company bureaucracy - Lots of Type-A personalities can lead to some clashes - You'll hear about cool stuff happening in the company, but in reality everything is pretty vertically silo'ed;none;4;4;4;4;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
487;google;none; Apr 26, 2018;Former Employee - Anonymous Employee;-;good experience and was challenging;nothing just need faster approvals;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
488;google;none; Apr 26, 2018;Current Employee - Anonymous Employee;Work at google;* Co-workers are great and you learn;* Getting big and easy to get lost;none;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
489;google;none; Apr 25, 2018;Current Employee - Anonymous Employee;A great place to start;Love the people, perks and how Google takes care of their own.;Burnout is high, people don't get enough stretch opportunities to grow. Internal mobility is harder than advertised.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
490;google;none; Apr 25, 2018;Current Employee - Anonymous Employee;Great place to work;Great culture, free food. Can't really beat those two as a combination. Excellent career growth opportunities;Like every company, has some bureaucracy, but handles it well in the end. Rapid hiring pace is somewhat damaging the culture.;Make sure you keep a hold on what makes Google Googlely while expanding so rapidly.;5;5;5;5;4;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P49.htm
491;google;none; Apr 25, 2018;Current Employee - Anonymous Employee;Good place to start your career;Really nice training from all your coworkers;Not much complaint that I can think of;none;5;4;5;5;5;1;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
492;google;Mountain View, CA; May 1, 2018;Former Employee - Anonymous Employee;Disappointing change in culture;#�NOMBRE?;"- Change of culture in Google Cloud (pka Google for Work, pka Google Enterprise) is very toxic and not in the open and collaborative nature found in the rest of the company. Google Cloud became very hierarchical (""Why are you talking to people with a high";Examine the culture within Google Cloud.;3;5;1;4;4;1;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
493;google;none; May 8, 2018;Former Employee - Anonymous Employee;Analyst;good tech company in terms of reputation;I was looking for better opportunity;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
494;google;none; Apr 23, 2018;Current Employee - Anonymous Employee;An excellent place to work;Google is a super nice place to work;The company treats the new-hire better can veteran employee.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
495;google;New York, NY; May 7, 2018;Current Employee - Associate Account Strategist;Great lifestyle, but maybe not the most exciting job;=-food -perks (discounts, travel, massages) -great coworkers, truly love spending time with them every day;#�NOMBRE?;none;4;5;3;2;4;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
496;google;Mountain View, CA; Apr 19, 2018;Current Employee - Anonymous Employee;Google is great;Excellent compensation and benefits, definitely better than most large tech companies if not all.;Google is slowly turning into a big corporate company as it grows.;Eliminate middle management and red tape.;5;4;4;3;5;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
497;google;none; May 6, 2018;Former Employee - Anonymous Employee;The Brightest!;Such bright and charismatic coworkers. Loved the opportunity to move to different roles.;Every experience depends on the culture of the team you happen to be on.;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
498;google;none; May 4, 2018;Current Employee - Anonymous Employee;great;a very great environment with compensation;needs more diversity and accessibility;more equality is needed and accessibility;4;4;3;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
499;google;Mountain View, CA; Apr 19, 2018;Current Employee - Anonymous Employee;Engineer;Love the amazing perks, mostly how the food keeps me going each day. My most beloved perk.;Competitive environment, high paced but hey it is the Valley;nothing to add at this time.;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
500;google;none; May 3, 2018;Current Employee - Software Engineer;Google;Awesome perks, great pay, engineering-driven culture, great in-house tooling;Bureaucratic when it comes to products, glass ceilings, lots of legacy code, difficult to find interesting work, employee contracts regarding IP;none;4;5;3;4;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P50.htm
501;google;Back Mountain, PA; May 1, 2018;Current Employee - Senior Software Engineer;big and bloated;good comp, good benefits, smart people.;It's no different than any other big company. Slow and boring.;idk.;2;4;2;2;4;2;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
502;google;none; May 1, 2018;Former Employee - Anonymous Employee;The company is too large now;The food is free and good.,;Too much politics around even simple things.;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
503;google;Mountain View, CA; Apr 16, 2018;Former Employee - Anonymous Employee;Employee Satisfaction;Great employee satisfaction at Google;You must not get use to all the amenities they provide as a company;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
504;google;Mountain View, CA; Apr 16, 2018;Former Employee - Google Engineering Practicum;Great Experience;Everything you've read about online (especially food). Free gyms, bikes, everything you will need;Work can be boring at times, but that's sort of the nature of an entry-level software engineering job;Talk more to employees who want to be more involved in quantitative, mathy design aspects of the projects we're working on;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
505;google;none; Apr 30, 2018;Former Employee - Anonymous Employee;Software Tech Intern;Good social events, free food, interesting project.;Less freedom to explore new direction than academic research.;none;4;3;4;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
506;google;none; Apr 15, 2018;Former Employee - Anonymous Employee;Content Review Specialist;Friendly people, always on top of things. Great management.;Working schedule is not very flexible.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
507;google;Chicago, IL; Apr 11, 2018;Former Employee - Software Engineer;engineer;great company and great people;nothing, nothing and again nothing;no;5;3;4;4;4;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
508;google;none; Apr 29, 2018;Current Employee - Anonymous Employee;Engineer;Lots of Good food, some good perks;Long hours, very bad diversity, just do the same thing every day;Have more focus on outreach programs for diversity instead of just hiring friends and family;2;1;1;5;3;1;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
509;google;New York, NY; Apr 24, 2018;Former Employee - Senior Program Manager;Good for starting your career;=- Flexible schedule - good pay, esp. with RSU/stock plan - good for starting your career - ability to move around within the company;=- Gender definitely an issue - Anyone not an engineer always treated as A second-rate citizen - Lower pay for non-engineer Employees - Unreasonably hard to move up - Tendency to under-employ (PhDs hired in at entry level) - Weak management/guidance struc;none;3;4;3;3;4;2;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
510;google;none; Apr 27, 2018;Current Employee - Anonymous Employee;Perks don't always outweigh burnout rate;Great people, great perks, great senior leadership;Burnout rate is high, internal mobility can actually be pretty tough;none;4;4;5;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P51.htm
511;google;Grayslake, IL; May 17, 2018;Former Employee - Sales;Horrible company;there are no pros unless you like working for free;Not getting paid.. working for free ... having to work injured;Hire a production manager.. stop ripping people off especially your employees;1;1;1;1;1;1;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
512;google;none; Apr 12, 2018;Current Employee - Anonymous Employee;Great company/benefits, can be slow-paced;Great bonuses, healthcare, and free food;Can be slow at times;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
513;google;none; Apr 26, 2018;Former Employee - Anonymous Employee;SRE;pay, health care, benifits, exposure;work life balance, stress, less freedom;None;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
514;google;New York, NY; Apr 25, 2018;Current Employee - Product Manager;Great Perks. Very competitive. Opportunities limited at higher levels;Great perks, work environment, pay.;Career growth is much more difficult in a remote office;none;4;4;5;3;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
515;google;Mountain View, CA; Apr 18, 2018;Former Employee - Recruiter;All that glitters is not gold;The opportunities and perks are abundant, not to mention the option to move offices or positions within the company. The most up to date technology and the onboarding is amazing.;The people, being in Silicon Valley means people feel they are better than everyone else and also treat others poorly. It's a rat race/hamster wheel of a life. Even though Google has all the money in the world they still do not pay very well.;none;2;1;4;4;1;1;6;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
516;google;San Francisco, CA; Apr 10, 2018;Current Employee - TPM;TPM;Great benefits and good perks.;too big of a company now.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
517;google;Mountain View, CA; May 10, 2018;Current Employee - Anonymous Employee;Worst of all places I worked at (out of 7 employers in total);Compensation is comparable to other companies, such as facebook and amazon.;- The environment is very aggressive - Diversity and inclusion is not good (just sending emails to employees will not result in improved diversity).;none;1;1;1;1;3;1;8;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
518;google;none; Apr 9, 2018;Current Employee - Anonymous Employee;Great place to work;An environment for growth, and project ownership;lots of food and you should be careful not to;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
519;google;none; Apr 9, 2018;Current Employee - Anonymous Employee;software engineer;Great environment and awesome colleagues;it is difficult to get promoted;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
520;google;none; Apr 5, 2018;Current Employee - Anonymous Employee;Engineering Manager;#�NOMBRE?;Hard to recognize high performers with accelerated promotions;none;5;4;5;5;3;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P52.htm
521;google;none; Apr 23, 2018;Former Employee - Anonymous Employee;It was okay;That snack machine was lit;I had to pee in bottles;Invest in bathrooms;3;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
522;google;Mountain View, CA; Mar 29, 2018;Current Employee - Senior Staff Engineer/Manager;Big Company with a Heart;#�NOMBRE?;#�NOMBRE?;Actively working on figuring why things are taking too long is important. You can't launch and iterate if everything takes years to launch.;5;4;5;5;4;5;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
523;google;none; Apr 21, 2018;Current Employee - SWE;Good huge company to work for;Freedom to work on interesting projects Good benefit package You get to solve unique interesting problems;Bureaucracy that comes with working for a large company;none;4;5;4;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
524;google;New York, NY; Apr 5, 2018;Former Employee - Internship;Amazing;I absolutely loved working there!;I don't have any, to be honest.;I have none, they were amazing;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
525;google;none; Apr 4, 2018;Current Employee - Anonymous Employee;Great company;I love how Google has great 4O1K matching, paid vacation, and free food.;There is not much which Google can do to improve. However, there is always room for improvement.;There is not much more I could ask for from management.;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
526;google;none; Apr 18, 2018;Former Employee - Anonymous Employee;Good Experience;Very supportive environment and great perks;Difficult to change jobs within the organization;none;4;5;5;1;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
527;google;Mountain View, CA; Apr 15, 2018;Former Employee - Administrative Business Partner;Golden Handcuffs;Pay Rate, Stocks, Food, snacks, tools;Management, bureaucracy, red tape, penny wise, pound foolish, don't value employees, unable to move out of role, finate promotions, finate pay raises;Treat employees better with respect and in regards to concerns they have;2;1;1;1;1;1;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
528;google;none; Mar 31, 2018;Current Employee - Anonymous Employee;Professional Services;Amazing people. Full autonomy.;Nebulous objectives to advance career internally.;none;5;4;5;4;4;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
529;google;none; Apr 17, 2018;Former Employee - Anonymous Employee;Account Manager;Smart people with outstanding track record. Always fascinating stories and learnings;Google is a great company at a generic level. If you are port of the business side (advertisement) and non-technical mobility is low for you. Inexperienced middle managers. All the great managers are 1 or 2 tiers above you so you will not be working with them.  Also they take smart talented people and have them do a few things. That means that you cannot release your creativity and unleash your full potential in reality even though it is 'advertised' as a place where the sky is the limit.;Let people do any project they want even if it is not part of the organizations core business goals. You will loose the best talent like that in the long run. Keep Google what made Google great in the first place.;3;1;3;4;3;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
530;google;San Francisco, CA; Apr 17, 2018;Current Employee - Program Manager;Program Manager;Working with great people on a daily basis.;Working long hours day in day out.;none;3;2;3;2;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P53.htm
531;google;none; May 8, 2018;Current Employee - Anonymous Employee;Program Manager;Perks, healthcare, location, weather, always be happy;Pay, People, hiring is needed, new leadership;none;1;1;3;2;2;1;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
532;google;Seattle, WA; Apr 2, 2018;Former Employee - Software Engineer;A greate Company;Benefits Salaries Workplace Company prestige talented engineers;Nebulous objectives to advance career internally.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
533;google;New York, NY; Apr 9, 2018;Current Employee - Senior Account Executive;No career path but great perks!;Great perks such as parental leave, PTO policy, 401(k) match and on-site restaurants. Base pay can also be attractive.;No career path. Horrible work life balance. Need to work night and day to get promoted. Change manager too often to learn anything. Project changes too often to see any personal impact.;none;2;1;3;1;5;2;6;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
534;google;Mountain View, CA; Apr 1, 2018;Current Employee - Senior Member of Technical Staff;sr staff;pay, working hour, people, technoglogy;too relax, not many good project exiting;none;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
535;google;San Antonio, TX; Mar 30, 2018;Current Employee - Software Development Engineer;Software Engineer;perks are very nice at google;life work balance can be hard;none;5;3;4;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
536;google;none; Apr 12, 2018;Current Employee - Anonymous Employee;Great company;I very much love working here;Commuting is really hard in the bay area;Keep going;4;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
537;google;none; Apr 11, 2018;Former Employee - Anonymous Employee;Overall a good place to work for;I thnk they train very well;Not enough time spent on management training;More time on employee training;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
538;google;New York, NY; Apr 11, 2018;Current Employee - Anonymous Employee;Good experience;Nice working environment to work;Nothing so much around google;None;4;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
539;google;Mountain View, CA; Apr 3, 2018;Current Employee - Software Engineer;Bad team placement and end up doing boring infrastructure work.;Immediately write code that is used by billions of people every day---code that is run millions of times a second. It's a prestigious job that looks good on a resume and opens doors;You can end up in a cog-in-the-machine sort of a situation where you don't feel like you're making a useful difference.;New hires should be advised to take team placement seriously and to transfer teams even if not performing exceptionally well.;3;4;2;2;5;3;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
540;google;none; Mar 17, 2018;Current Employee - Anonymous Employee;Product Infrastructure;The scale of the infrastructure to index all things available on the internet are incredible. Push everything in computer science to extreme. Have infinite number of interesting technical problems to pursue.;It is sometimes harder to change the bottom infrastructure with all the product development going on built on top of it.;none;5;4;5;4;5;5;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P54.htm
541;google;San Francisco, CA; Mar 27, 2018;Former Employee - Anonymous Employee;web developer;good at all the palces;N/A there is even no cons;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
542;google;none; Mar 27, 2018;Former Employee - Anonymous Employee;Google;good benefits and decent salary;none I can think of;.;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
543;google;none; Apr 10, 2018;Former Employee - Anonymous Employee;software engerneer;it is a very nice place to work;there is no cons at google;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
544;google;none; Mar 27, 2018;Current Employee - Anonymous Employee;Short Review of Working at Google;Almost everything about working here is really awesome;Can be stressful at times;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
545;google;none; Apr 9, 2018;Former Employee - Anonymous Employee;Mechanical engineer;Great Pay for position I was in;Not a lot of contact with managers;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
546;google;none; Apr 8, 2018;Former Employee - Anonymous Employee;Business Analyst;Lots of food and mini disneyland;No Cons this plae is great;none;4;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
547;google;Mountain View, CA; Apr 2, 2018;Current Employee - Project Coordinator;The dazzle fades quickly, but there's still a faint glow from time to time;The company radiates positivity. They do an excellent job of outlining our company-wide mission, and fostering employees sense of personal responsibility to execute on that mission. The famous (or infamous, depending on your perspective) perks are just as enticing and rewarding as the hyperbole surrounding them.;Unfortunately, buses, on-site laundry, and massages don't pay the bills. Google pays exceptionally well, if you're on the engineering side of the company. If not, compensation hardly lives up to the hype. Example: an individual started in an entry-level role and was later moved into a position with much greater impact and significantly more responsibility within the same department. A year and a half later, that individual is still being paid at their entry-level pay and classified as their entry-level role, despite a complete change of responsibilities, scope of impact, skill requirements, etc.;Internal mobility rules / bureaucracy need a thorough overhaul. Internal rules require that an employee cannot apply for a role outside of their level (L1, L2, L3, etc.) Think purely lateral moves (changing roles) or purely vertical moves (promotions,) but diagonal moves (promotion into a new role) aren't allowed. Unfortunately, this creates pockets of stagnant employees, who have no opportunities for movement, laterally or vertically. For instance, there are approximately a half dozen departments that have full-time employees at the L2 level. But many of those teams do not have an L3 role that doesn't require people-management responsibilities. Obviously, there are a finite number of L3 roles as there is a finite number of people to manage. These L2 employees are effectively capped from promotion until an L3 leaves or is promoted (a frequency of approx 2 per year.) L2's are also boxed in laterally, as there are so few teams that offer L2 roles, meaning they are unable to transition into a role that offers greater vertical opportunities. For comparison, the vast majority of entry-level positions at Google (65% - 75%) are at the L3 or L4 levels, meaning that these employees are able to move freely between teams / departments / product areas, and thus circumvent the majority of these issues.;3;4;5;1;3;3;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
548;google;none; Mar 24, 2018;Former Employee - Anonymous Employee;idl;It is cool to work there;High bar for hiring which is pretty cool;speed;5;5;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
549;google;none; Mar 24, 2018;Former Employee - Anonymous Employee;Great perks, work-life balance, great for self-starter but very specific /repetitive role per individual;Great perks, great WLB, amazing people, collaborative, flexibility to switch roles, exposure to all the cool things the company does;Limited to specific role given the size, things move slow, lots of politics due to ambiguous boundary of roles / projects;"Maintain ""googley"" culture please!";5;5;5;5;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
550;google;none; Mar 20, 2018;Current Employee - Anonymous Employee;Good employer;Lots of learning opportunities at here;not for now, everything is good.;N/A;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P55.htm
